legacy_triple_index,subject,relation,object,publication_year,evidence_quote,provenance_recovery_status,paper_id,chunk_index,source_title,source_modality,sentence_offset,model_name,prompt_version
528,Microservices framework,APPLIED_TO,IoT systems,2024,The re-conceptualization of fundamental elements from traditional monolithic structures to the Microservices framework has emerged as a vital vision for the future of IoT systems.,unique_normalized_exact_quote_match,f713cfe763eb6b25928c5b176285d42f9b551ef7,0,A Contemporary Secure Microservices Discovery Architecture with Service Tags for Smart City Infrastructures,abstract,,,
529,secure service discovery architecture,ADDRESSES,Microservices-related challenges in IoT systems,2024,Experimental results and performance metrics will be analyzed to provide empirical evidence of the viability and effectiveness of our proposed methodology in addressing Microservices-related challenges in IoT systems.,unique_normalized_exact_quote_match,f713cfe763eb6b25928c5b176285d42f9b551ef7,0,A Contemporary Secure Microservices Discovery Architecture with Service Tags for Smart City Infrastructures,abstract,,,
530,secure service discovery architecture,USES,advanced encryption techniques,2024,"This methodology employs advanced encryption techniques, authentication protocols, and authorization mechanisms to safeguard Microservices in IoT.",unique_normalized_exact_quote_match,f713cfe763eb6b25928c5b176285d42f9b551ef7,0,A Contemporary Secure Microservices Discovery Architecture with Service Tags for Smart City Infrastructures,abstract,,,
531,secure service discovery architecture,USES,authentication protocols,2024,"This methodology employs advanced encryption techniques, authentication protocols, and authorization mechanisms to safeguard Microservices in IoT.",unique_normalized_exact_quote_match,f713cfe763eb6b25928c5b176285d42f9b551ef7,0,A Contemporary Secure Microservices Discovery Architecture with Service Tags for Smart City Infrastructures,abstract,,,
532,secure service discovery architecture,USES,authorization mechanisms,2024,"This methodology employs advanced encryption techniques, authentication protocols, and authorization mechanisms to safeguard Microservices in IoT.",unique_normalized_exact_quote_match,f713cfe763eb6b25928c5b176285d42f9b551ef7,0,A Contemporary Secure Microservices Discovery Architecture with Service Tags for Smart City Infrastructures,abstract,,,
533,mathematical framework,APPLIED_TO,secure service discovery architecture,2024,"A mathematical framework is introduced to formalize and implement these security measures, ensuring a robust and reliable approach to Microservices adoption in the IoT ecosystem.",unique_normalized_exact_quote_match,f713cfe763eb6b25928c5b176285d42f9b551ef7,0,A Contemporary Secure Microservices Discovery Architecture with Service Tags for Smart City Infrastructures,abstract,,,
534,Sec-Llama,ADDRESSES,intrusion detection,2025,"We developed Sec-Llama, a compact LLM for intrusion detection.",unique_normalized_exact_quote_match,cb4edfb16c2c8e709635eec08eb93bf8b934b93e,0,Sec-Llama: a Compact Fine-Tuned LLM for Network Intrusion Detection in Kubernetes Clusters,abstract,,,
535,memory-efficient data-driven technique,APPLIED_TO,Sec-Llama,2025,"we applied a memory-efficient data-driven technique incorporating Byte-based transformation of the raw network flow, to optimize the model’s training and inference processes",unique_normalized_exact_quote_match,cb4edfb16c2c8e709635eec08eb93bf8b934b93e,0,Sec-Llama: a Compact Fine-Tuned LLM for Network Intrusion Detection in Kubernetes Clusters,abstract,,,
536,memory-efficient data-driven technique,USES,Byte-based transformation,2025,incorporating Byte-based transformation of the raw network flow,unique_normalized_exact_quote_match,cb4edfb16c2c8e709635eec08eb93bf8b934b93e,0,Sec-Llama: a Compact Fine-Tuned LLM for Network Intrusion Detection in Kubernetes Clusters,abstract,,,
537,Sec-Llama,PRODUCES,threat detection F1-score,2025,maintaining a 96% threat detection F1-score,unique_normalized_exact_quote_match,cb4edfb16c2c8e709635eec08eb93bf8b934b93e,0,Sec-Llama: a Compact Fine-Tuned LLM for Network Intrusion Detection in Kubernetes Clusters,abstract,,,
538,application,USES,Sec-Llama,2025,"developed an application to monitor, train, and launch our Sec-Llama",unique_normalized_exact_quote_match,cb4edfb16c2c8e709635eec08eb93bf8b934b93e,0,Sec-Llama: a Compact Fine-Tuned LLM for Network Intrusion Detection in Kubernetes Clusters,abstract,,,
539,systematic review,PRODUCES,critical security challenges in containerized environments,2025,Our systematic review identifies critical security challenges in containerized environments,unique_normalized_exact_quote_match,3a970c4b844fc64ed506b6aabd45d6b0aba1bb2d,0,Security Challenges and Solutions in Containerized Environments: A Comprehensive Review,abstract,,,
540,"detection systems, protective mechanisms, and analytical tools",ADDRESSES,security challenges in containerized environments,2025,"We examine state-of-the-art detection systems, protective mechanisms, and analytical tools designed to address these security challenges",unique_normalized_exact_quote_match,3a970c4b844fc64ed506b6aabd45d6b0aba1bb2d,0,Security Challenges and Solutions in Containerized Environments: A Comprehensive Review,abstract,,,
541,systematic review,PRODUCES,holistic understanding of the containerized security landscape,2025,This review contributes a holistic understanding of the containerized security landscape,unique_normalized_exact_quote_match,3a970c4b844fc64ed506b6aabd45d6b0aba1bb2d,0,Security Challenges and Solutions in Containerized Environments: A Comprehensive Review,abstract,,,
542,microservice software architecture,USES,splitting large monolithic applications into multiple smaller services,2025,The microservice software architecture leverages the idea of splitting large monolithic applications into multiple smaller services,unique_normalized_exact_quote_match,bca61ccc246f39eea38a00b72e768769b88760fe,0,SoK: Microservice Architectures from a Dependability Perspective,abstract,,,
543,scientific literature surveys,ADDRESSES,fault tolerance,2025,Some scientific literature surveys have already addressed fault tolerance,unique_normalized_exact_quote_match,bca61ccc246f39eea38a00b72e768769b88760fe,0,SoK: Microservice Architectures from a Dependability Perspective,abstract,,,
544,scientific literature surveys,ADDRESSES,security concerns,2025,Some scientific literature surveys have already addressed fault tolerance or security concerns,unique_normalized_exact_quote_match,bca61ccc246f39eea38a00b72e768769b88760fe,0,SoK: Microservice Architectures from a Dependability Perspective,abstract,,,
545,scientific literature surveys,LACKS,analysis on the fault and vulnerability coverage,2025,most of them lack analysis on the fault and vulnerability coverage that is introduced by microservice architectures.,unique_normalized_exact_quote_match,bca61ccc246f39eea38a00b72e768769b88760fe,0,SoK: Microservice Architectures from a Dependability Perspective,abstract,,,
546,recent scientific literature,ADDRESSES,known faults and vulnerabilities,2025,"We explore the known faults and vulnerabilities that microservice architecture might suffer from, and the recent scientific literature that addresses them.",unique_normalized_exact_quote_match,bca61ccc246f39eea38a00b72e768769b88760fe,0,SoK: Microservice Architectures from a Dependability Perspective,abstract,,,
547,AgentSecurity,ADDRESSES,identity across every layer of an agentic workflow,2026,"The rapid adoption of autonomous AI agents in distributed microservices architectures introduces a critical and largely unsolved security challenge: how to establish, verify, and enforce identity across every layer of an agentic workflow.",unique_normalized_exact_quote_match,5934a287eae55898b12bd067a0a3354dd59b3898,0,"Zero-Trust Identity for Autonomous AI Agents: Unifying SPIFFE, OAuth 2.1 with PKCE, OIDC, and OPA in Multi-Agent Architectures",abstract,,,
548,AgentSecurity,COMBINES,OAuth 2.1 with PKCE,2026,"We present AgentSecurity, a production-ready framework that unifies three complementary standards to achieve zero-trust identity with governed identity propagation for multi-agent systems: (1) OAuth 2.1 with Proof Key for Code Exchange (PKCE)",unique_normalized_exact_quote_match,5934a287eae55898b12bd067a0a3354dd59b3898,0,"Zero-Trust Identity for Autonomous AI Agents: Unifying SPIFFE, OAuth 2.1 with PKCE, OIDC, and OPA in Multi-Agent Architectures",abstract,,,
549,AgentSecurity,COMBINES,SPIFFE JWT-SVIDs,2026,"We present AgentSecurity, a production-ready framework that unifies three complementary standards to achieve zero-trust identity with governed identity propagation for multi-agent systems: ... (2) SPIFFE JWT-SVIDs",unmatched_quote,,,,,,,
550,AgentSecurity,COMBINES,Open Policy Agent (OPA),2026,"We present AgentSecurity, a production-ready framework that unifies three complementary standards to achieve zero-trust identity with governed identity propagation for multi-agent systems: ... (3) the Open Policy Agent (OPA)",unmatched_quote,,,,,,,
551,AgentSecurity,APPLIED_TO,LangGraph agents orchestrated via the Model Context Protocol (MCP),2026,We demonstrate this framework on a real multi-agent platform comprising LangGraph agents orchestrated via the Model Context Protocol (MCP),unique_normalized_exact_quote_match,5934a287eae55898b12bd067a0a3354dd59b3898,0,"Zero-Trust Identity for Autonomous AI Agents: Unifying SPIFFE, OAuth 2.1 with PKCE, OIDC, and OPA in Multi-Agent Architectures",abstract,,,
552,AgentSecurity,EVALUATES_ON,latency overhead,2026,Our evaluation shows that the framework adds less than 12 ms of latency overhead per request,unique_normalized_exact_quote_match,5934a287eae55898b12bd067a0a3354dd59b3898,0,"Zero-Trust Identity for Autonomous AI Agents: Unifying SPIFFE, OAuth 2.1 with PKCE, OIDC, and OPA in Multi-Agent Architectures",abstract,,,
553,AgentSecurity,PRODUCES,four independent authentication layers,2026,Our evaluation shows that the framework adds less than 12 ms of latency overhead per request while providing four independent authentication layers,unique_normalized_exact_quote_match,5934a287eae55898b12bd067a0a3354dd59b3898,0,"Zero-Trust Identity for Autonomous AI Agents: Unifying SPIFFE, OAuth 2.1 with PKCE, OIDC, and OPA in Multi-Agent Architectures",abstract,,,
554,container security framework,APPLIED_TO,micro-service containers,2025,This research proposes a container security framework based on monitoring system call sequences to detect anomalies in micro-service containers.,unique_normalized_exact_quote_match,7a6ffced6c93e71105477ca0ad7c3dd9fb22d5fa,0,Enhancing Virtualization Security Through System Call-Based Anomaly Detection in Containers,abstract,,,
555,container security framework,ADDRESSES,security challenges,2025,containerized applications face unprecedented security challenges due to shared kernels and limited isolation. This research proposes a container security framework,unique_normalized_exact_quote_match,7a6ffced6c93e71105477ca0ad7c3dd9fb22d5fa,0,Enhancing Virtualization Security Through System Call-Based Anomaly Detection in Containers,abstract,,,
556,unsupervised anomaly detection model,USES,autoencoders,2025,an unsupervised anomaly detection model using unsupervised learning with autoencoders,unique_normalized_exact_quote_match,7a6ffced6c93e71105477ca0ad7c3dd9fb22d5fa,0,Enhancing Virtualization Security Through System Call-Based Anomaly Detection in Containers,abstract,,,
